token_ID,token,chunk_id,chunk_type,prev_chunk_id,chunk_rel_pos,label
621,uniswap_0x79372AF5e5024369a80843317Ccb4584CB42C216,1,-1,-1,50.0,Normal rug
621,uniswap_0x79372AF5e5024369a80843317Ccb4584CB42C216,2,1,1,100.0,Normal rug
622,uniswap_0x79ef38D19eA4167703ccd7C41fB1ECe2b2521A02,1,1,-1,100.0,Normal rug
630,uniswap_0x7B8e9bF44190559255142273ED581291C719B6d8,1,1,-1,100.0,Normal rug
633,uniswap_0x7Bb81965027a11bcB96D23F4D0aA98f3C808Cf54,1,1,-1,100.0,Normal rug
636,uniswap_0x7CeAbCd42848732500135D969645F5d2ef373E86,1,-1,-1,50.0,Normal rug
636,uniswap_0x7CeAbCd42848732500135D969645F5d2ef373E86,2,1,1,100.0,Normal rug
643,uniswap_0x7Dc1065D38edFfF091893474FEA6f2d64d5E20B1,1,1,-1,100.0,Normal rug
647,uniswap_0x7F75AA2274273F4d41267A0E2Cd6c9b96C5B7510,1,-1,-1,20.0,Normal rug
647,uniswap_0x7F75AA2274273F4d41267A0E2Cd6c9b96C5B7510,2,-1,1,40.0,Normal rug
647,uniswap_0x7F75AA2274273F4d41267A0E2Cd6c9b96C5B7510,3,-1,2,60.0,Normal rug
647,uniswap_0x7F75AA2274273F4d41267A0E2Cd6c9b96C5B7510,4,-1,3,80.0,Normal rug
647,uniswap_0x7F75AA2274273F4d41267A0E2Cd6c9b96C5B7510,5,1,4,100.0,Normal rug
626,uniswap_0x7a61A04938D4723fDa165ed4bB9c3507B7420cf9,1,-1,-1,50.0,Normal rug
626,uniswap_0x7a61A04938D4723fDa165ed4bB9c3507B7420cf9,2,1,1,100.0,Normal rug
628,uniswap_0x7a969EdF6523C8006a89A4170B6ee22f17fFE6Ad,1,-1,-1,25.0,Normal rug
628,uniswap_0x7a969EdF6523C8006a89A4170B6ee22f17fFE6Ad,2,-1,1,50.0,Normal rug
628,uniswap_0x7a969EdF6523C8006a89A4170B6ee22f17fFE6Ad,3,-1,2,75.0,Normal rug
628,uniswap_0x7a969EdF6523C8006a89A4170B6ee22f17fFE6Ad,4,1,3,100.0,Normal rug
631,uniswap_0x7b8Ed2046ce9033a041A56E01092b5F391beb776,1,1,-1,100.0,Normal rug
637,uniswap_0x7cf7DAcEC1c8aF7376D15304a0bBef6556b4a7ee,1,-1,-1,50.0,Normal rug
637,uniswap_0x7cf7DAcEC1c8aF7376D15304a0bBef6556b4a7ee,2,1,1,100.0,Normal rug
638,uniswap_0x7d5121505149065b562C789A0145eD750e6E8cdD,1,-1,-1,50.0,Normal rug
638,uniswap_0x7d5121505149065b562C789A0145eD750e6E8cdD,2,1,1,100.0,Normal rug
640,uniswap_0x7d8d1A33E13fcc7521999B6C90E07916A92AA2F0,1,1,-1,100.0,Normal rug
644,uniswap_0x7dE91B204C1C737bcEe6F000AAA6569Cf7061cb7,1,1,-1,100.0,Normal rug
646,uniswap_0x7f41c9ee6E4dDC8652ba630aFc4e3e76073bC3E9,1,-1,-1,50.0,Normal rug
646,uniswap_0x7f41c9ee6E4dDC8652ba630aFc4e3e76073bC3E9,2,1,1,100.0,Normal rug
649,uniswap_0x7fa9BE33CBB5DE2AC2Aab0A8dE5d4907E402A778,1,-1,-1,50.0,Normal rug
649,uniswap_0x7fa9BE33CBB5DE2AC2Aab0A8dE5d4907E402A778,2,1,1,100.0,Normal rug
657,uniswap_0x81538c473291864419bFBf565C674C9d1f26ce1D,1,1,-1,100.0,Normal rug
660,uniswap_0x8233e033Af1497495C8cf5543E4Bb78dC6194647,1,1,-1,100.0,Normal rug
662,uniswap_0x825a6Aac04166185b26C35f206a74B40C8F4c67e,1,-1,-1,50.0,Normal rug
662,uniswap_0x825a6Aac04166185b26C35f206a74B40C8F4c67e,2,1,1,100.0,Normal rug
664,uniswap_0x8266da8AEE8FC4D18F228F9c0ecc36897C614300,1,-1,-1,50.0,Normal rug
664,uniswap_0x8266da8AEE8FC4D18F228F9c0ecc36897C614300,2,1,1,100.0,Normal rug
666,uniswap_0x831b08316F460E007f19f674305a5D9543B3893f,1,1,-1,100.0,Normal rug
667,uniswap_0x8363F13F555B1Aa22D6bfD9ffC251298740E743D,1,1,-1,100.0,Normal rug
669,uniswap_0x83f6228F899f8ebD503038BFb4a541F173678AC1,1,-1,-1,50.0,Normal rug
669,uniswap_0x83f6228F899f8ebD503038BFb4a541F173678AC1,2,1,1,100.0,Normal rug
672,uniswap_0x845F0297Df6AeF4Aa2b7E51500aE800a2D69a1AC,1,1,-1,100.0,Normal rug
673,uniswap_0x84A68567211f22c04141B8FcE925C32F1655fD63,1,1,-1,100.0,Normal rug
674,uniswap_0x84C9da933488fe805104d9fA5F5ef8e97ED4F1A4,1,-1,-1,50.0,Normal rug
674,uniswap_0x84C9da933488fe805104d9fA5F5ef8e97ED4F1A4,2,1,1,100.0,Normal rug
677,uniswap_0x8555cAf35A848bE112676F66778933Ae4D5e6F62,1,-1,-1,33.333333333333336,Normal rug
677,uniswap_0x8555cAf35A848bE112676F66778933Ae4D5e6F62,2,-1,1,66.66666666666667,Normal rug
677,uniswap_0x8555cAf35A848bE112676F66778933Ae4D5e6F62,3,1,2,100.0,Normal rug
685,uniswap_0x86461b16D620D72803a8da1Ab2E327DB126AfCa4,1,1,-1,100.0,Normal rug
687,uniswap_0x8662B831cE257F6a2283A120399Da063FE8c3344,1,1,-1,100.0,Normal rug
689,uniswap_0x86A1BB07591E6EBe601461c60f003a8E9E100670,1,-1,-1,20.0,Normal rug
689,uniswap_0x86A1BB07591E6EBe601461c60f003a8E9E100670,2,-1,1,40.0,Normal rug
689,uniswap_0x86A1BB07591E6EBe601461c60f003a8E9E100670,3,-1,2,60.0,Normal rug
689,uniswap_0x86A1BB07591E6EBe601461c60f003a8E9E100670,4,-1,3,80.0,Normal rug
689,uniswap_0x86A1BB07591E6EBe601461c60f003a8E9E100670,5,1,4,100.0,Normal rug
690,uniswap_0x86B4dBE5D203e634a12364C0e428fa242A3FbA98,1,-1,-1,50.0,Normal rug
690,uniswap_0x86B4dBE5D203e634a12364C0e428fa242A3FbA98,2,1,1,100.0,Normal rug
692,uniswap_0x87a4FBffD44A3DdB58fEAFA9E4a39DaBAFFfaBEf,1,1,-1,100.0,Normal rug
693,uniswap_0x87bA3Fb50C1E3e256a9BC298dCC38E35BF203644,1,-1,-1,14.285714285714286,Normal rug
693,uniswap_0x87bA3Fb50C1E3e256a9BC298dCC38E35BF203644,2,-1,1,28.571428571428573,Normal rug
693,uniswap_0x87bA3Fb50C1E3e256a9BC298dCC38E35BF203644,3,-1,2,42.85714285714285,Normal rug
693,uniswap_0x87bA3Fb50C1E3e256a9BC298dCC38E35BF203644,4,-1,3,57.142857142857146,Normal rug
693,uniswap_0x87bA3Fb50C1E3e256a9BC298dCC38E35BF203644,5,-1,4,71.42857142857143,Normal rug
693,uniswap_0x87bA3Fb50C1E3e256a9BC298dCC38E35BF203644,6,-1,5,85.71428571428571,Normal rug
693,uniswap_0x87bA3Fb50C1E3e256a9BC298dCC38E35BF203644,7,1,6,100.0,Normal rug
696,uniswap_0x88E08adB69f2618adF1A3FF6CC43c671612D1ca4,1,-1,-1,16.666666666666668,Normal rug
696,uniswap_0x88E08adB69f2618adF1A3FF6CC43c671612D1ca4,2,-1,1,33.333333333333336,Normal rug
696,uniswap_0x88E08adB69f2618adF1A3FF6CC43c671612D1ca4,3,-1,2,50.0,Normal rug
696,uniswap_0x88E08adB69f2618adF1A3FF6CC43c671612D1ca4,4,-1,3,66.66666666666667,Normal rug
696,uniswap_0x88E08adB69f2618adF1A3FF6CC43c671612D1ca4,5,-1,4,83.33333333333333,Normal rug
696,uniswap_0x88E08adB69f2618adF1A3FF6CC43c671612D1ca4,6,1,5,100.0,Normal rug
698,uniswap_0x8935cd4F450b67c9F24c11Ce557B54E96598bF8D,1,1,-1,100.0,Normal rug
700,uniswap_0x89A92BA9f09719Ad350aAA14F948B689aDfbd310,1,1,-1,100.0,Normal rug
704,uniswap_0x8A1893bD02DEb6cC1ab9C548d5FeD0188783f1e6,1,-1,-1,50.0,Normal rug
704,uniswap_0x8A1893bD02DEb6cC1ab9C548d5FeD0188783f1e6,2,1,1,100.0,Normal rug
711,uniswap_0x8AEC4bbDcfB451aA289bfBD3C2F4E34A44ADa1be,1,1,-1,100.0,Normal rug
715,uniswap_0x8B9F64495A63c92b5f820E8Aa1711D53c78C1fba,1,-1,-1,9.090909090909092,Normal rug
715,uniswap_0x8B9F64495A63c92b5f820E8Aa1711D53c78C1fba,2,-1,1,18.181818181818183,Normal rug
715,uniswap_0x8B9F64495A63c92b5f820E8Aa1711D53c78C1fba,3,-1,2,27.272727272727277,Normal rug
715,uniswap_0x8B9F64495A63c92b5f820E8Aa1711D53c78C1fba,4,-1,3,36.36363636363637,Normal rug
715,uniswap_0x8B9F64495A63c92b5f820E8Aa1711D53c78C1fba,5,-1,4,45.45454545454545,Normal rug
715,uniswap_0x8B9F64495A63c92b5f820E8Aa1711D53c78C1fba,6,-1,5,54.54545454545455,Normal rug
715,uniswap_0x8B9F64495A63c92b5f820E8Aa1711D53c78C1fba,7,-1,6,63.63636363636363,Normal rug
715,uniswap_0x8B9F64495A63c92b5f820E8Aa1711D53c78C1fba,8,-1,7,72.72727272727273,Normal rug
715,uniswap_0x8B9F64495A63c92b5f820E8Aa1711D53c78C1fba,9,-1,8,81.81818181818181,Normal rug
715,uniswap_0x8B9F64495A63c92b5f820E8Aa1711D53c78C1fba,10,-1,9,90.9090909090909,Normal rug
715,uniswap_0x8B9F64495A63c92b5f820E8Aa1711D53c78C1fba,11,1,10,100.0,Normal rug
716,uniswap_0x8Bf06dF3C15A8E83E7735445dF8aC971dF2c84e6,1,-1,-1,8.333333333333334,Normal rug
716,uniswap_0x8Bf06dF3C15A8E83E7735445dF8aC971dF2c84e6,2,-1,1,16.666666666666668,Normal rug
716,uniswap_0x8Bf06dF3C15A8E83E7735445dF8aC971dF2c84e6,3,-1,2,25.0,Normal rug
716,uniswap_0x8Bf06dF3C15A8E83E7735445dF8aC971dF2c84e6,4,-1,3,33.333333333333336,Normal rug
716,uniswap_0x8Bf06dF3C15A8E83E7735445dF8aC971dF2c84e6,5,-1,4,41.66666666666666,Normal rug
716,uniswap_0x8Bf06dF3C15A8E83E7735445dF8aC971dF2c84e6,6,-1,5,50.0,Normal rug
716,uniswap_0x8Bf06dF3C15A8E83E7735445dF8aC971dF2c84e6,7,-1,6,58.333333333333336,Normal rug
716,uniswap_0x8Bf06dF3C15A8E83E7735445dF8aC971dF2c84e6,8,-1,7,66.66666666666667,Normal rug
716,uniswap_0x8Bf06dF3C15A8E83E7735445dF8aC971dF2c84e6,9,-1,8,75.0,Normal rug
716,uniswap_0x8Bf06dF3C15A8E83E7735445dF8aC971dF2c84e6,10,-1,9,83.33333333333333,Normal rug
716,uniswap_0x8Bf06dF3C15A8E83E7735445dF8aC971dF2c84e6,11,-1,10,91.66666666666669,Normal rug
716,uniswap_0x8Bf06dF3C15A8E83E7735445dF8aC971dF2c84e6,12,1,11,100.0,Normal rug
719,uniswap_0x8CEFBEB2172a9382753De431a493E21Ba9694004,1,-1,-1,50.0,Normal rug
719,uniswap_0x8CEFBEB2172a9382753De431a493E21Ba9694004,2,1,1,100.0,Normal rug
728,uniswap_0x8EAcE23Ad20B7faE99C770e5cfB54E7EB5616192,1,-1,-1,33.333333333333336,Normal rug
728,uniswap_0x8EAcE23Ad20B7faE99C770e5cfB54E7EB5616192,2,-1,1,66.66666666666667,Normal rug
728,uniswap_0x8EAcE23Ad20B7faE99C770e5cfB54E7EB5616192,3,1,2,100.0,Normal rug
703,uniswap_0x8a06a3B4EE278Bf11eBB42cf883BD6d46cA9107e,1,-1,-1,50.0,Normal rug
703,uniswap_0x8a06a3B4EE278Bf11eBB42cf883BD6d46cA9107e,2,1,1,100.0,Normal rug
705,uniswap_0x8a27B35aC46EFF2A6adB79B38064dC50A0AA0910,1,-1,-1,50.0,Normal rug
705,uniswap_0x8a27B35aC46EFF2A6adB79B38064dC50A0AA0910,2,1,1,100.0,Normal rug
707,uniswap_0x8a54547162D06dA692E9c747249B359a592B384d,1,1,-1,100.0,Normal rug
708,uniswap_0x8a5d08F0ef8771EE32c4C384Ab4126FD01832127,1,-1,-1,50.0,Normal rug
708,uniswap_0x8a5d08F0ef8771EE32c4C384Ab4126FD01832127,2,1,1,100.0,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,1,-1,-1,4.3478260869565215,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,2,-1,1,8.695652173913043,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,3,-1,2,13.043478260869565,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,4,-1,3,17.391304347826086,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,5,-1,4,21.73913043478261,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,6,-1,5,26.08695652173913,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,7,-1,6,30.43478260869565,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,8,-1,7,34.78260869565217,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,9,-1,8,39.130434782608695,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,10,-1,9,43.47826086956522,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,11,-1,10,47.82608695652174,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,12,-1,11,52.17391304347826,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,13,-1,12,56.52173913043478,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,14,-1,13,60.869565217391305,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,15,-1,14,65.21739130434783,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,16,-1,15,69.56521739130434,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,17,-1,16,73.91304347826087,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,18,-1,17,78.26086956521739,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,19,-1,18,82.6086956521739,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,20,-1,19,86.95652173913044,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,21,-1,20,91.30434782608695,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,22,-1,21,95.65217391304348,Normal rug
718,uniswap_0x8c85F830bea7D21C71CbD0047aA6dE0D7ACF3262,23,1,22,100.0,Normal rug
722,uniswap_0x8da9474541db2dA5D793F82a6b0c1Ff2F79Ee610,1,-1,-1,33.333333333333336,Normal rug
722,uniswap_0x8da9474541db2dA5D793F82a6b0c1Ff2F79Ee610,2,-1,1,66.66666666666667,Normal rug
722,uniswap_0x8da9474541db2dA5D793F82a6b0c1Ff2F79Ee610,3,1,2,100.0,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,1,-1,-1,2.857142857142857,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,2,-1,1,5.714285714285714,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,3,-1,2,8.571428571428571,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,4,-1,3,11.428571428571429,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,5,-1,4,14.285714285714286,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,6,-1,5,17.142857142857142,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,7,-1,6,20.0,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,8,-1,7,22.857142857142858,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,9,-1,8,25.714285714285715,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,10,-1,9,28.571428571428573,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,11,-1,10,31.428571428571427,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,12,-1,11,34.285714285714285,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,13,-1,12,37.142857142857146,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,14,-1,13,40.0,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,15,-1,14,42.85714285714285,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,16,-1,15,45.71428571428572,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,17,-1,16,48.57142857142857,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,18,-1,17,51.42857142857143,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,19,-1,18,54.285714285714285,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,20,-1,19,57.142857142857146,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,21,-1,20,60.0,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,22,-1,21,62.85714285714285,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,23,-1,22,65.71428571428571,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,24,-1,23,68.57142857142857,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,25,-1,24,71.42857142857143,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,26,-1,25,74.28571428571429,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,27,-1,26,77.14285714285714,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,28,-1,27,80.0,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,29,-1,28,82.85714285714286,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,30,-1,29,85.71428571428571,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,31,-1,30,88.57142857142857,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,32,-1,31,91.42857142857144,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,33,-1,32,94.28571428571428,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,34,-1,33,97.14285714285714,Normal rug
724,uniswap_0x8df5066Cf67D909eB67B82854cf54026d31fFFAE,35,1,34,100.0,Normal rug
733,uniswap_0x9004C267010BD784374417162E8BbDd4fAd1Da66,1,1,-1,100.0,Normal rug
734,uniswap_0x9032569f16638C279aD874748a027Bc6A6d1A4f4,1,1,-1,100.0,Normal rug
736,uniswap_0x90A680112fc91BD9F1a2A0BAdfdd5666Cde188fA,1,1,-1,100.0,Normal rug
737,uniswap_0x9128fC6421750c385EcDBB24863e847d32a590dd,1,-1,-1,50.0,Normal rug
737,uniswap_0x9128fC6421750c385EcDBB24863e847d32a590dd,2,1,1,100.0,Normal rug
739,uniswap_0x91b8C60472FF90b06E55162A2BD205724E542d4b,1,-1,-1,50.0,Normal rug
739,uniswap_0x91b8C60472FF90b06E55162A2BD205724E542d4b,2,1,1,100.0,Normal rug
744,uniswap_0x93363fF9fCcbdE982EbC3f1028Ff38F8da62DBE8,1,-1,-1,33.333333333333336,Normal rug
744,uniswap_0x93363fF9fCcbdE982EbC3f1028Ff38F8da62DBE8,2,-1,1,66.66666666666667,Normal rug
744,uniswap_0x93363fF9fCcbdE982EbC3f1028Ff38F8da62DBE8,3,1,2,100.0,Normal rug
746,uniswap_0x936B9Fa2dA66aD90D3D5019E1a691049E06E9CdC,1,-1,-1,33.333333333333336,Normal rug
746,uniswap_0x936B9Fa2dA66aD90D3D5019E1a691049E06E9CdC,2,-1,1,66.66666666666667,Normal rug
746,uniswap_0x936B9Fa2dA66aD90D3D5019E1a691049E06E9CdC,3,1,2,100.0,Normal rug
747,uniswap_0x93998150778211Bac21bac773BE66eB81CC6bFF2,1,-1,-1,50.0,Normal rug
747,uniswap_0x93998150778211Bac21bac773BE66eB81CC6bFF2,2,1,1,100.0,Normal rug
749,uniswap_0x93AD112fBeaC9c938665396Ab7310021056DA520,1,1,-1,100.0,Normal rug
751,uniswap_0x93e32efaFd24973d45f363A76D73ccB9Edf59986,1,1,-1,100.0,Normal rug
752,uniswap_0x942084012A344Ac3159962eCeF349B5f7A109854,1,1,-1,100.0,Normal rug
753,uniswap_0x9437ae54834c6F4B3eE6fe2756AE55EE1b99240a,1,1,-1,100.0,Normal rug
756,uniswap_0x949E7ADB7953Ab3552adF4d4d0957AFC9074642d,1,1,-1,100.0,Normal rug
757,uniswap_0x955528aC9CB9d02d24Ee93D36CCB32Ee60bB2F33,1,-1,-1,25.0,Normal rug
757,uniswap_0x955528aC9CB9d02d24Ee93D36CCB32Ee60bB2F33,2,-1,1,50.0,Normal rug
757,uniswap_0x955528aC9CB9d02d24Ee93D36CCB32Ee60bB2F33,3,-1,2,75.0,Normal rug
757,uniswap_0x955528aC9CB9d02d24Ee93D36CCB32Ee60bB2F33,4,1,3,100.0,Normal rug
759,uniswap_0x95B73B2E3912Bd76BD2B28dF7CaC5f2bC9CdD630,1,1,-1,100.0,Normal rug
760,uniswap_0x95CcffaE3Eb8767D4a941Ec43280961dde89F4dE,1,-1,-1,20.0,Normal rug
760,uniswap_0x95CcffaE3Eb8767D4a941Ec43280961dde89F4dE,2,-1,1,40.0,Normal rug
760,uniswap_0x95CcffaE3Eb8767D4a941Ec43280961dde89F4dE,3,-1,2,60.0,Normal rug
760,uniswap_0x95CcffaE3Eb8767D4a941Ec43280961dde89F4dE,4,-1,3,80.0,Normal rug
760,uniswap_0x95CcffaE3Eb8767D4a941Ec43280961dde89F4dE,5,1,4,100.0,Normal rug
761,uniswap_0x95f472c0076BAd6Ef01e4ffd04bb1B08A50cd93f,1,1,-1,100.0,Normal rug
763,uniswap_0x9657477ac915F56ca87C253db1320218Ec2D5DDD,1,1,-1,100.0,Normal rug
767,uniswap_0x96Ef1b884115Fc85c93093aEDfF826d44176bFd9,1,-1,-1,33.333333333333336,Normal rug
767,uniswap_0x96Ef1b884115Fc85c93093aEDfF826d44176bFd9,2,-1,1,66.66666666666667,Normal rug
767,uniswap_0x96Ef1b884115Fc85c93093aEDfF826d44176bFd9,3,1,2,100.0,Normal rug
764,uniswap_0x96dd3978E621b7f147a8587D344d17a1c75e495C,1,1,-1,100.0,Normal rug
768,uniswap_0x977BaBF77EEe7DBfF28aDC313fdE69045F0a705c,1,-1,-1,50.0,Normal rug
768,uniswap_0x977BaBF77EEe7DBfF28aDC313fdE69045F0a705c,2,1,1,100.0,Normal rug
769,uniswap_0x97Da24D7771aB69fEB1B15bA42C093cb74000349,1,1,-1,100.0,Normal rug
772,uniswap_0x98332A877fF49518Aa90a1EFB25CEbD391bb6003,1,-1,-1,33.333333333333336,Normal rug
772,uniswap_0x98332A877fF49518Aa90a1EFB25CEbD391bb6003,2,-1,1,66.66666666666667,Normal rug
772,uniswap_0x98332A877fF49518Aa90a1EFB25CEbD391bb6003,3,1,2,100.0,Normal rug
774,uniswap_0x9886b318e02b3543B576b3f2E39affcd4739Ee1B,1,1,-1,100.0,Normal rug
775,uniswap_0x989e41081b820149c9A62160c10Cf243E36af0De,1,1,-1,100.0,Normal rug
777,uniswap_0x9904579667aF3Ae387954b189bC31Cd29Eb217b4,1,-1,-1,16.666666666666668,Normal rug
777,uniswap_0x9904579667aF3Ae387954b189bC31Cd29Eb217b4,2,-1,1,33.333333333333336,Normal rug
777,uniswap_0x9904579667aF3Ae387954b189bC31Cd29Eb217b4,3,-1,2,50.0,Normal rug
777,uniswap_0x9904579667aF3Ae387954b189bC31Cd29Eb217b4,4,-1,3,66.66666666666667,Normal rug
777,uniswap_0x9904579667aF3Ae387954b189bC31Cd29Eb217b4,5,-1,4,83.33333333333333,Normal rug
777,uniswap_0x9904579667aF3Ae387954b189bC31Cd29Eb217b4,6,1,5,100.0,Normal rug
784,uniswap_0x9Aaa011aB1649E98C6ea58d9FB01C53b8175dE21,1,1,-1,100.0,Normal rug
794,uniswap_0x9D68e12B75C78C9cC0211D68b041b6D7E05EC99C,1,-1,-1,33.333333333333336,Normal rug
794,uniswap_0x9D68e12B75C78C9cC0211D68b041b6D7E05EC99C,2,-1,1,66.66666666666667,Normal rug
794,uniswap_0x9D68e12B75C78C9cC0211D68b041b6D7E05EC99C,3,1,2,100.0,Normal rug
796,uniswap_0x9DA9d9d7Ff6A5F09DF642Ef5a60D63c4611E3327,1,-1,-1,50.0,Normal rug
796,uniswap_0x9DA9d9d7Ff6A5F09DF642Ef5a60D63c4611E3327,2,1,1,100.0,Normal rug
797,uniswap_0x9E7d8122b8EDA4c5EA63D784eb6E078EA63f8C0A,1,-1,-1,20.0,Normal rug
797,uniswap_0x9E7d8122b8EDA4c5EA63D784eb6E078EA63f8C0A,2,-1,1,40.0,Normal rug
797,uniswap_0x9E7d8122b8EDA4c5EA63D784eb6E078EA63f8C0A,3,-1,2,60.0,Normal rug
797,uniswap_0x9E7d8122b8EDA4c5EA63D784eb6E078EA63f8C0A,4,-1,3,80.0,Normal rug
797,uniswap_0x9E7d8122b8EDA4c5EA63D784eb6E078EA63f8C0A,5,1,4,100.0,Normal rug
808,uniswap_0x9FF805EafDA74627e8fA5AaF4f10feb420e73233,1,-1,-1,25.0,Normal rug
808,uniswap_0x9FF805EafDA74627e8fA5AaF4f10feb420e73233,2,-1,1,50.0,Normal rug
808,uniswap_0x9FF805EafDA74627e8fA5AaF4f10feb420e73233,3,-1,2,75.0,Normal rug
808,uniswap_0x9FF805EafDA74627e8fA5AaF4f10feb420e73233,4,1,3,100.0,Normal rug
805,uniswap_0x9Fd9278f04f01c6a39a9d1c1CD79f7782C6ADe08,1,-1,-1,3.703703703703704,Normal rug
805,uniswap_0x9Fd9278f04f01c6a39a9d1c1CD79f7782C6ADe08,2,-1,1,7.407407407407407,Normal rug
805,uniswap_0x9Fd9278f04f01c6a39a9d1c1CD79f7782C6ADe08,3,-1,2,11.11111111111111,Normal rug
805,uniswap_0x9Fd9278f04f01c6a39a9d1c1CD79f7782C6ADe08,4,-1,3,14.814814814814817,Normal rug
805,uniswap_0x9Fd9278f04f01c6a39a9d1c1CD79f7782C6ADe08,5,-1,4,18.51851851851852,Normal rug
805,uniswap_0x9Fd9278f04f01c6a39a9d1c1CD79f7782C6ADe08,6,-1,5,22.22222222222222,Normal rug
805,uniswap_0x9Fd9278f04f01c6a39a9d1c1CD79f7782C6ADe08,7,-1,6,25.925925925925927,Normal rug
